code_insee_com,nom_com,niveau_vie_median_2021,nb_logements_2022,Pourcentage_appartements_2022,pourcentage_locataires_dans_résidence_principale_2022,evolution_annuelle_moy_de_la_population_entre_2017_et_ 2023_en_pourcentage,population_municipale_2023,Taux_activite_tranche_15-64_en_2022
25629,Voillans,24140,106,3.8,13.5,-1.24,193,78.5
25630,Voires,N/A - secret statistique,38,15.1,13.9,-2.92,77,74
25631,Vorges-les-Pins,25790,255,10.2,24.8,-1.14,562,81.2
25632,Voujeaucourt,23980,1620,29,26.8,-0.01,3174,75.4
25633,Vuillafans,22610,417,25.9,24.3,-2.04,669,76.6
25634,Vuillecin,31570,312,35.6,24,1.16,687,84.9
25635,Vyt-lès-Belvoir,23410,107,6.5,9.2,-0.81,179,84.6
26001,Solaure en Diois,21070,269,11.4,19.4,0.45,456,78.3
26002,Albon,23340,924,10.3,24.8,0.04,1942,77
26003,Aleyrac,N/A - secret statistique,39,2.7,4.5,1.04,50,71.4
26004,Alixan,24590,1171,10.3,20.1,1.41,2729,81.7
26005,Allan,26490,876,11.8,21.1,2.3,1980,79.7
26006,Allex,25130,1187,9,19.4,1.18,2698,78.9
26007,Ambonil,23720,57,5.4,13.2,-1.06,106,74.3
26008,Ancône,22900,641,18.4,29.8,-0.04,1338,79.5
26009,Andancette,21960,666,21.6,35.7,-0.11,1330,75.4
26010,Anneyron,23380,2101,21.1,28.3,0.7,4169,79.8
26011,Aouste-sur-Sye,22200,1326,18.5,29.6,1.33,2733,76.7
26012,Arnayon,N/A - secret statistique,28,5.9,29.4,1.98,27,68.4
26013,Arpavon,N/A - secret statistique,78,6.4,20.6,-0.89,73,89.4
26014,Arthémonay,23710,258,6.4,16,0.7,613,85
26015,Aubenasson,N/A - secret statistique,41,10.4,31.3,0.46,74,76.6
26016,Aubres,20730,249,7.2,17.2,-0.04,420,76.4
26017,Aucelon,N/A - secret statistique,39,0,22.2,1.02,17,90
26018,Aulan,N/A - secret statistique,12,0,50,-5.17,8,57.1
26019,Aurel,20100,225,12,32.9,1.7,271,83.8
26020,La Répara-Auriples,22530,130,9.6,19.8,0.63,244,83.7
26021,Autichamp,23230,90,7.8,24.3,3.76,151,83.3
26022,Ballons,N/A - secret statistique,91,9.8,32.7,0.98,88,68
26023,Barbières,23100,487,11.3,17.3,1.28,1143,81.2
26024,Barcelonne,27790,168,3.6,13.6,-0.68,335,76
26025,Barnave,19950,149,12.1,32,1.54,217,80.5
26026,Barret-de-Lioure,N/A - secret statistique,92,4.2,34.9,-0.46,72,78
26027,Barsac,19580,97,6.2,25.8,1.85,154,80.2
26028,Bathernay,22740,124,17,11.5,-2.29,221,78
26030,La Bâtie-des-Fonds,N/A - secret statistique,6,0,0,6.99,6,66.7
26031,La Bâtie-Rolland,23930,545,11.3,26.7,0.92,1087,78.5
26032,La Baume-Cornillane,25110,221,7.3,20.4,0.48,456,79.7
26033,La Baume-de-Transit,22940,478,11.6,28.9,1.12,942,72.6
26034,La Baume-d'Hostun,24560,259,7.7,17.2,0.6,592,84.5
26035,Beaufort-sur-Gervanne,20380,327,21.8,25.5,0.8,494,81.2
26036,Beaumont-en-Diois,N/A - secret statistique,95,10.4,27.5,-0.16,103,76.1
26037,Beaumont-lès-Valence,25650,1928,11.5,24.6,2.92,4337,79.6
26038,Beaumont-Monteux,24170,574,8.7,16.5,0.95,1394,78.7
26039,Beauregard-Baret,25110,387,3.3,13.2,0.97,905,80.6
26040,Beaurières,N/A - secret statistique,118,6.7,29.5,3.42,82,72.9
26041,Beausemblant,24590,679,10.5,19.4,0.49,1475,77.9
26042,Beauvallon,25190,702,7.9,11.6,0.7,1659,81.8
26043,Beauvoisin,20620,136,5.1,25,-0.47,141,82.1
26045,La Bégude-de-Mazenc,23440,984,18.3,23.5,1.2,1779,78.8
26046,Bellecombe-Tarendol,N/A - secret statistique,80,4.7,20.5,0.44,77,82
26047,Bellegarde-en-Diois,N/A - secret statistique,92,5.4,11.5,2.05,96,83.9
26048,Bénivay-Ollon,N/A - secret statistique,64,4,20,0.74,69,65.2
26049,Bésayes,25380,575,12.2,20.3,1.94,1370,84.1
26050,Bésignan,N/A - secret statistique,57,12.4,25.7,-1.26,76,80.5
26051,Bézaudun-sur-Bîne,N/A - secret statistique,50,5.9,19.4,1.19,73,72.1
26052,Bonlieu-sur-Roubion,24250,203,7.9,17.8,-0.39,458,79.2
26054,Bouchet,23020,780,6.4,21.6,-1.17,1409,77.2
26055,Boulc,15410,149,4.3,13,2.35,154,73.1
26056,Bourdeaux,21080,514,15.2,31.9,0.43,670,76.4
26057,Bourg-de-Péage,21290,5484,51.1,46.2,-0.47,9921,75.9
26058,Bourg-lès-Valence,22050,10094,50.9,36.8,0.01,19992,77
26059,Bouvante,23070,250,4.7,17.1,-1.22,210,80.2
26060,Bouvières,16680,151,1.9,11.7,0.56,151,72.9
26061,Bren,24830,317,14.2,19.1,3.92,709,82.1
26062,Brette,N/A - secret statistique,43,0,12.5,-5.22,29,90.5
26063,Buis-les-Baronnies,21500,1611,22.5,33.6,-0.62,2218,76
26064,Chabeuil,24700,3367,21.3,26.3,-0.1,6833,79.7
26065,Chabrillan,25540,379,14.7,24.7,0.7,752,83.3
26066,Le Chaffal,N/A - secret statistique,45,22.5,20,-1.79,35,84.2
26067,Chalancon,N/A - secret statistique,65,8.2,17.1,1.8,59,80
26068,Le Chalon,24590,86,8.8,17.6,-0.89,200,83.2
26069,Chamaloc,18950,108,15.7,31.7,-1.59,119,80
26070,Chamaret,22350,390,9.8,22.5,-0.12,542,78.1
26071,Chanos-Curson,25830,540,16,27.3,1.75,1196,82.7
26072,Chantemerle-les-Blés,23250,555,5.2,13.7,0.78,1343,79.6
26073,Chantemerle-lès-Grignan,24740,200,7.5,22.9,-0.33,246,75.7
26074,La Chapelle-en-Vercors,22520,731,31.3,26.4,1.87,797,81.2
26075,La Charce,N/A - secret statistique,51,1.9,21.4,-6.31,23,71.4
26076,Charens,N/A - secret statistique,45,11.1,16.7,2.25,32,78.6
26077,Charmes-sur-l'Herbasse,24400,431,11.1,17.4,-2.3,806,76.9
26078,Charols,22350,436,4,18,0.84,965,81.1
26079,Charpey,24950,663,8.4,19.1,1.47,1547,84.3
26080,Chastel-Arnaud,N/A - secret statistique,41,0,11.8,3.09,48,70
26081,Châteaudouble,26050,290,5.4,20.6,1.53,633,79.4
26082,Châteauneuf-de-Bordette,20400,66,3,10,0.85,101,76.7
26083,Châteauneuf-de-Galaure,21040,827,23.1,37.1,-0.04,1804,72.7
26084,Châteauneuf-sur-Isère,24650,1977,15.6,25,1.67,4281,83.1
26085,Châteauneuf-du-Rhône,22390,1428,19.1,29,1.14,2917,76.2
26086,Châtillon-en-Diois,20650,814,16.6,27.1,0.07,669,82.6
26087,Châtillon-Saint-Jean,23990,597,9.2,19.3,-0.67,1305,75.9
26088,Chatuzange-le-Goubet,24710,2831,13.4,26.1,2.83,6523,81.6
26089,Chaudebonne,N/A - secret statistique,61,1.6,33.3,0.59,58,72.5
26090,La Chaudière,N/A - secret statistique,23,6.8,11.1,-1.87,25,70
26091,Chauvac-Laux-Montaux,N/A - secret statistique,65,0,8,0.39,43,75
26092,Chavannes,22700,308,16.2,24.5,1.32,768,84.1
26093,Clansayes,26080,292,9.2,16.9,-0.38,517,76
26094,Claveyson,21820,426,8.2,19.3,1.29,934,82.2
26095,Cléon-d'Andran,22570,541,27.2,30.4,3.1,1004,75.1
26096,Clérieux,22880,919,11.5,18.7,-0.9,1910,80.6
26097,Cliousclat,24900,339,14.2,20.8,-0.72,611,79.6
26098,Cobonne,21980,99,8,17.1,0.91,170,90.9
26099,Colonzelle,23960,347,3.2,20.7,-0.77,524,76.3
26100,Combovin,23910,246,6.4,15.8,2.03,476,78.7
26101,Comps,20010,100,11.5,16.2,-2.14,137,78.5
26102,Condillac,22480,85,17.6,16.7,-0.86,132,78.1
26103,Condorcet,20200,370,4,19.6,0.34,496,64.9
26104,Cornillac,N/A - secret statistique,81,7.2,20,1.55,91,67.3
26105,Cornillon-sur-l'Oule,N/A - secret statistique,101,12,30.4,1.4,75,71.8
26106,La Coucourde,21770,572,16.1,23.8,2.47,1240,78.7
26107,Crépol,23090,284,11.1,29,-1.22,523,78.5
26108,Crest,20500,5041,50.8,44.8,0.3,8658,78.1
26110,Crozes-Hermitage,27100,274,3.3,12.8,-0.25,660,83.8
26111,Crupies,N/A - secret statistique,75,6.7,12.5,-0.68,96,74.1
26112,Curnier,20270,154,9.6,36.8,2.18,206,76.7
26113,Die,20890,3149,39.5,41.3,0.79,4844,76.6
26114,Dieulefit,21500,2293,29.6,34.1,0.67,3289,74.2
26115,Divajeu,23730,318,9.4,20,1.21,688,79.7
26116,Donzère,21930,2886,31.1,35.4,0.49,6008,77.4
26117,Échevis,N/A - secret statistique,36,13.9,30.8,2.17,58,81.4
26118,Épinouze,23070,767,14.9,25.5,0.11,1531,81.4
26119,Érôme,23410,434,10,22.5,0.75,848,85
26121,Espeluche,25600,567,7.4,19.5,1.07,1134,80.7
26122,Espenel,20680,132,17.6,26.7,1.94,193,86.1
26123,Establet,N/A - secret statistique,36,5.5,5.9,0,27,84.6
26124,Étoile-sur-Rhône,24560,2512,18.5,31,-0.03,5468,79.2
26125,Eurre,24820,636,4,13.6,1.18,1431,76.9
26126,Eygalayes,N/A - secret statistique,104,1.9,14.3,0.57,89,82.5
26127,Eygaliers,17900,85,13,26.3,4.95,139,66.7
26128,Eygluy-Escoulin,N/A - secret statistique,71,5.6,7.1,-1.55,61,67.6
26129,Eymeux,24450,460,7.6,15.4,1.15,1097,81.8
26130,Eyroles,N/A - secret statistique,23,0,16.7,-3.94,22,54.5
26131,Eyzahut,22690,156,5.8,33.7,0.45,151,74.7
26133,Fay-le-Clos,22920,102,0,21.2,1.95,183,78.7
26134,Félines-sur-Rimandoule,N/A - secret statistique,63,13.9,20,0.83,83,77.1
26135,Ferrassières,19450,132,23.2,26.6,-0.67,122,73.6
26136,Val-Maravel,N/A - secret statistique,69,5.6,16,0,55,64.3
26137,Francillon-sur-Roubion,21370,150,12.3,27.7,-0.81,181,86.3
26138,La Garde-Adhémar,26150,666,5.1,15,0.55,1144,78.6
26139,Génissieux,27810,1096,14.6,16.1,1.04,2428,78.7
26140,Geyssans,25160,310,4.2,9.6,0.86,755,82.6
26141,Gigors-et-Lozeron,19180,162,5.3,14.2,2.59,225,87.5
26142,Glandage,14570,146,6.7,26.4,0.15,114,79
26143,Le Grand-Serre,19960,556,18,30.9,1.08,973,80.8
26144,Grane,23920,1052,15.5,24.7,2.39,2204,80.3
26145,Les Granges-Gontardes,25700,363,10,29.1,1.38,698,79.2
26146,Grignan,24690,1135,18.1,27,0.48,1596,75.5
26147,Gumiane,N/A - secret statistique,28,7.1,15.4,0,20,46.2
26148,Hauterives,23360,944,16.1,25.8,0.08,1904,77.8
26149,Hostun,23620,517,22.8,28,0.9,1037,78
26150,Izon-la-Bruisse,N/A - secret statistique,11,26.2,20,3.09,12,77.8
26152,Jonchères,N/A - secret statistique,41,2.5,11.8,-0.6,27,50
26153,Laborel,N/A - secret statistique,99,21.2,21.7,2.17,116,64.9
26154,Lachau,18860,241,9.1,27.4,-1.03,218,78
26155,Lapeyrouse-Mornay,22060,546,3.1,19.3,-0.57,1178,78.6
26156,Larnage,25330,470,6.5,15.4,-1.1,1009,78.7
26157,La Laupie,24580,373,14.7,21.8,0.71,789,80.7
26159,Laval-d'Aix,20700,97,4,25.4,-0.87,112,85.9
26160,Laveyron,21030,564,16.7,24.8,0.91,1253,74.3
26161,Lemps,N/A - secret statistique,56,7.6,19.2,-3.65,40,64.7
26162,Lens-Lestang,22610,498,10.5,18.5,0.04,884,78.9
26163,Léoncel,N/A - secret statistique,55,14.5,8.7,-1.71,46,86.4
26164,Lesches-en-Diois,N/A - secret statistique,119,5.7,14.7,1.22,57,70
26165,Livron-sur-Drôme,22630,4432,27,28.9,0.41,9329,77
26166,Loriol-sur-Drôme,21560,3078,31.1,35.1,0.05,6614,75.8
26167,Luc-en-Diois,17840,550,19.2,43.7,2.58,614,78.4
26168,Lus-la-Croix-Haute,19400,754,25.1,26.2,-0.81,523,79.6
26169,Malataverne,25230,980,6.4,16.4,1.94,2258,79.3
26170,Malissard,27020,1492,7.4,12.9,0.48,3294,79.2
26171,Manas,21250,129,2.9,17.9,-1.24,180,81.2
26172,Manthes,22250,326,11.3,29.3,0.37,685,81.1
26173,Marches,25440,392,3.8,18.7,0.59,866,83.2
26174,Margès,23500,475,5.7,16.8,-1.37,1067,79.6
26175,Marignac-en-Diois,20920,154,1.9,29.1,1.28,231,81.1
26176,Marsanne,26000,733,13.6,19.1,-1.24,1246,78.5
26177,Marsaz,24710,325,5,16.9,-1.06,714,76.8
26178,Menglon,21280,373,7.9,22.1,0.7,539,83.3
26179,Mercurol-Veaunes,26080,1158,5.2,14.2,0.93,2816,79.5
26180,Mérindol-les-Oliviers,21820,176,9.5,28.4,-2.08,208,87.1
26181,Mévouillon,18650,225,5.7,19.3,0.55,246,84.3
26182,Mirabel-aux-Baronnies,22890,1111,11.3,25.6,-1.25,1502,77.4
26183,Mirabel-et-Blacons,24230,608,17.3,22.5,1.51,1198,83.2
26185,Mirmande,26440,395,9.1,21.5,0.73,611,80.2
26186,Miscon,N/A - secret statistique,67,1.5,22.2,4.83,73,82.4
26188,Mollans-sur-Ouvèze,21840,1052,22.2,34,-0.28,1043,75.7
26189,Montauban-sur-l'Ouvèze,15290,122,4.8,18,0.89,116,73.5
26190,Montaulieu,N/A - secret statistique,76,6.8,17.9,1.17,89,76.3
26191,Montboucher-sur-Jabron,25030,1248,20.3,31.3,2.12,2592,78.8
26192,Montbrison-sur-Lez,21360,183,8.8,20.4,-0.85,267,84.1
26193,Montbrun-les-Bains,18880,759,43.3,37.5,0.04,442,78.9
26194,Montchenu,22080,314,5.4,19.7,0.73,605,78.3
26195,Montclar-sur-Gervanne,20720,146,15.8,19.1,0.7,194,78.3
26196,Montéléger,27010,676,12.4,19.6,-1.27,1673,78.9
26197,Montélier,27140,1840,16.6,23,0.72,4323,75.8
26198,Montélimar,21350,21925,54.3,50,0.63,40595,73
26199,Montferrand-la-Fare,N/A - secret statistique,44,11.4,18.8,-1.18,27,83.3
26200,Montfroc,N/A - secret statistique,106,17,24.1,4.91,100,69.2
26201,Montguers,N/A - secret statistique,63,2,9.5,-2.36,39,85.7
26202,Montjoux,22980,234,6.3,23,-0.82,316,82.2
26203,Montjoyer,24030,174,1.9,12,-0.65,275,80.4
26204,Montlaur-en-Diois,19030,87,7.5,27,-1.42,134,83.5
26205,Montmaur-en-Diois,N/A - secret statistique,90,7.4,25.2,3.5,102,80.8
26206,Montmeyran,26310,1397,13.1,20.5,0.25,2960,78.9
26207,Montmiral,21270,308,6.5,18.8,-0.55,649,78.3
26208,Montoison,25660,863,11,20.3,0.01,1926,78.7
26209,Montréal-les-Sources,N/A - secret statistique,46,7,14.3,2.06,26,72.7
26210,Valherbasse,21310,565,9,15.5,-0.08,1005,79.9
26211,Montségur-sur-Lauzon,24710,757,18.1,26.5,0.59,1359,73.2
26212,Montvendre,25510,561,10.3,22.9,1.45,1292,81.8
26213,Moras-en-Valloire,22370,354,13.9,22.9,0.37,682,80.9
26214,Mornans,N/A - secret statistique,57,3.7,16.1,0.91,76,91.2
26215,La Motte-Chalancon,20150,473,10,21.3,-1.25,395,67.4
26216,Saint-Jean-de-Galaure,21340,562,12.5,25.6,-0.13,1250,76.2
26217,La Motte-Fanjas,24060,94,3.3,10.3,0.43,198,74.6
26218,Mours-Saint-Eusèbe,25030,1477,14,21.8,1.38,3424,77.1
26220,Nyons,21150,4834,49.5,48,0.06,6816,74.9
26221,Omblèze,N/A - secret statistique,117,6.1,16.7,-4.39,55,64.3
26222,Orcinas,N/A - secret statistique,26,7.5,18.8,0.86,40,76.9
26223,Oriol-en-Royans,23170,309,9.3,17.3,-0.44,518,80.5
26224,Ourches,22350,127,9.8,26.7,2.5,291,82.8
26225,Parnans,23800,301,10.4,17.5,0.1,701,81.1
26226,Le Pègue,22420,255,13.7,28.9,-0.28,358,74.9
26227,Pelonne,N/A - secret statistique,19,9.8,35.7,-0.71,23,69.2
26228,Pennes-le-Sec,N/A - secret statistique,19,47.4,100,-8.59,21,88.2
26229,La Penne-sur-l'Ouvèze,N/A - secret statistique,59,3.4,20.6,-2.59,82,78.9
26231,Peyrins,24660,1235,15.2,24.2,-0.85,2613,75.5
26232,Peyrus,26060,326,3.9,13.6,-0.84,576,81.4
26233,Piégon,21290,187,17.6,21.9,-1.33,240,79.2
26234,Piégros-la-Clastre,22090,490,10.2,17.6,0.76,882,78.1
26235,Pierrelatte,20230,6965,38.3,39.4,0.32,13756,73.5
26236,Pierrelongue,20210,158,12,40.8,1.05,231,78.1
26238,Les Pilles,17970,212,23.5,37.2,-2.07,217,81.3
26239,Plaisians,19390,195,11.5,26,0.82,209,83.8
26240,Plan-de-Baix,19770,144,3.5,24.4,1.63,162,84.2
26241,Le Poët-Célard,20640,119,5.9,18.8,2.58,148,71.8
26242,Le Poët-en-Percip,N/A - secret statistique,30,6.7,27.3,6.64,25,68.8
26243,Le Poët-Laval,22420,615,12.8,24.3,0.37,954,75.8
26244,Le Poët-Sigillat,17400,92,3.3,18.9,-0.99,114,82.3
26245,Pommerol,N/A - secret statistique,28,0,16.7,-1.58,10,100
26246,Ponet-et-Saint-Auban,22040,104,7.7,33.3,2.03,141,78.6
26247,Ponsas,23710,271,19.9,19.9,-0.13,523,78.9
26248,Pontaix,19950,146,13.6,39,1.25,181,78.3
26249,Pont-de-Barret,21710,398,9.4,23.1,-0.33,657,81
26250,Pont-de-l'Isère,23110,1587,20.6,24.4,0.83,3681,81
26251,Portes-en-Valdaine,23680,279,6.5,18.6,2.36,459,78.6
26252,Portes-lès-Valence,21680,4874,43.5,36.2,-0.21,10477,76.5
26253,Poyols,N/A - secret statistique,112,13.9,36.5,5.77,98,81.8
26254,Pradelle,N/A - secret statistique,30,6.7,9.1,6.32,26,80
26255,Les Prés,N/A - secret statistique,43,2.3,20,4.36,31,64.3
26256,Propiac,17400,112,10.7,17.5,0,131,86.9
26257,Puygiron,24110,229,5.9,13.6,-0.08,431,77.1
26258,Puy-Saint-Martin,24910,497,13.1,23.3,-1.14,827,78
26259,Ratières,22720,151,13.2,19.7,0.31,275,81.4
26261,Réauville,23710,304,9.2,20.1,0.09,389,79.2
26262,Recoubeau-Jansac,18890,206,20.4,32.7,3.47,330,84.4
26263,Reilhanette,18830,142,14.5,25.9,-4.83,107,77.3
26264,Rémuzat,22310,319,21,32.4,-1.25,318,74.1
26266,Rimon-et-Savel,N/A - secret statistique,34,5.9,6.7,-3.36,22,81.8
26267,Rioms,N/A - secret statistique,11,17.1,18.2,0,26,87.5
26268,Rochebaudin,21320,104,9.4,27,-0.42,118,81.5
26269,Rochebrune,N/A - secret statistique,55,5.1,25.9,-3.59,49,84
26270,Rochechinard,21680,90,7.4,15.2,1.47,131,87.5
26271,La Roche-de-Glun,24750,1575,12.5,21,1.46,3569,80.7
26272,Rochefort-en-Valdaine,24380,189,2.7,14.3,-0.09,353,73.7
26273,Rochefort-Samson,24710,489,5.5,14.4,1.24,1084,82.1
26274,Rochefourchat,N/A - secret statistique,7,0,0,12.25,2,100
26275,Rochegude,25520,923,11,20.2,1.02,1678,75.7
26276,Roche-Saint-Secret-Béconne,22030,306,5.4,20,1.08,482,81.9
26277,La Roche-sur-Grane,20570,111,5.4,28.6,1.78,189,74.4
26278,La Roche-sur-le-Buis,20650,304,7,16.7,-0.41,281,83.6
26279,La Rochette-du-Buis,N/A - secret statistique,71,7.7,29.7,-4.1,56,62.2
26281,Romans-sur-Isère,20520,18896,60.5,48.3,0.15,33464,74.2
26282,Romeyer,20270,172,8.1,29.7,2.84,233,81.2
26283,Rottier,N/A - secret statistique,25,8.3,6.7,2.95,25,78.6
26284,Roussas,26910,232,10,17.3,1.92,409,77.6
26285,Rousset-les-Vignes,23430,226,8.7,19.2,-1.07,271,80.9
26286,Roussieux,N/A - secret statistique,21,10.5,9.1,0.71,24,61.5
26287,Roynac,24060,260,10.9,22,-0.31,477,70.6
26288,Sahune,20950,244,17.3,30.3,-0.65,301,75.8
26289,Saillans,21520,1063,17.3,28.1,1.64,1460,80
26290,Saint-Agnan-en-Vercors,19010,517,37,24.7,0.35,384,80.3
26291,Saint-Andéol,N/A - secret statistique,81,2.4,26.8,-0.2,82,86.3
26292,Saint-Auban-sur-l'Ouvèze,19220,196,9.8,15.6,-1.46,195,80.6
26293,Saint-Avit,22670,141,3.6,17.8,0.59,317,79.5
26294,Saint-Bardoux,24760,287,5.4,11.2,-0.63,599,79.7
26295,Saint-Barthélemy-de-Vals,22830,900,7.3,19,0.23,1895,79.1
26296,Saint-Benoit-en-Diois,N/A - secret statistique,33,6.5,20,2.33,31,94.4
26298,Saint-Christophe-et-le-Laris,21560,237,11.6,16.8,0.32,424,80.8
26299,Sainte-Croix,19420,100,18.5,31,-0.32,104,75.5
26300,Saint-Dizier-en-Diois,N/A - secret statistique,42,0,20,-1.07,45,75.8
26301,Saint-Donat-sur-l'Herbasse,23080,2224,34.7,38,-0.01,4193,77.8
26302,Sainte-Eulalie-en-Royans,22980,265,10.7,23.6,-0.18,538,78.3
26303,Sainte-Euphémie-sur-Ouvèze,N/A - secret statistique,109,6.3,22.7,0.24,71,83.7
26304,Saint-Ferréol-Trente-Pas,18870,160,8.8,19.8,-2.77,218,78
26305,Saint-Gervais-sur-Roubion,22840,577,16.2,27.7,0.88,1091,83.7
26306,Sainte-Jalle,17860,290,13,25.7,1.16,330,74.6
26307,Saint-Jean-en-Royans,22670,1668,35.5,34.2,0.03,2874,79.8
26308,Saint-Julien-en-Quint,18460,134,2.9,14.1,1.87,171,75.6
26309,Saint-Julien-en-Vercors,21770,212,18.4,18.6,1.74,264,83.7
26310,Saint-Laurent-d'Onay,21590,85,12.9,21.9,0.43,158,84
26311,Saint-Laurent-en-Royans,21920,647,19.5,29.7,-0.5,1377,70.8
26312,Saint-Marcel-lès-Sauzet,25390,591,9.5,13.9,-0.22,1228,80.8
26313,Saint-Marcel-lès-Valence,24130,2638,17.9,25.8,-0.16,6176,77.7
26314,Saint-Martin-d'Août,22990,198,5.9,16.8,0.43,393,77.8
26315,Saint-Martin-en-Vercors,19660,342,18.1,21.5,3.24,437,76.7
26316,Saint-Martin-le-Colonel,24010,119,4.5,13,2.6,224,81.1
26317,Saint-Maurice-sur-Eygues,20040,434,8.1,28,0.13,787,76.8
26318,Saint-May,N/A - secret statistique,50,3.7,33.3,-3.24,32,75
26319,Saint-Michel-sur-Savasse,24110,266,10.1,19.1,-0.11,579,79.1
26320,Saint-Nazaire-en-Royans,20970,469,31.5,40.5,0.45,826,79.9
26321,Saint-Nazaire-le-Désert,16760,248,8.1,34,1.09,206,67.2
26322,Saint-Pantaléon-les-Vignes,23810,276,3.7,18.9,-1.9,393,80.7
26323,Saint-Paul-lès-Romans,23450,848,16.3,27.1,0.84,1916,79.2
26324,Saint-Paul-Trois-Châteaux,23910,4509,32.9,36.5,0.08,8981,73.2
26325,Saint-Rambert-d'Albon,19890,2934,29.5,33.1,1.17,7001,71.9
26326,Saint-Restitut,28290,831,5.1,15.4,0.53,1432,77.2
26327,Saint-Roman,21960,143,16,26,2.64,235,81
26328,Saint-Sauveur-en-Diois,N/A - secret statistique,64,3,16.7,0,55,70
26329,Saint-Sauveur-Gouvernet,17800,154,6.4,18.2,0.54,188,80.2
26330,Saint-Sorlin-en-Valloire,22590,1082,14,26.2,-0.13,2251,76.7
26331,Saint-Thomas-en-Royans,21880,229,11.1,21.2,-0.77,569,61.6
26332,Saint-Uze,21920,1061,25.1,33.9,0.74,2139,77.3
26333,Saint-Vallier,18280,2299,69,56.4,0.47,4027,72.2
26334,Salettes,22250,81,9.2,19,0.34,148,75.6
26335,Salles-sous-Bois,23000,177,2.8,14,2.54,222,80.2
26336,Saou,20040,397,15.1,25.3,0.55,590,81.6
26337,Saulce-sur-Rhône,21660,897,15.4,31.2,0.33,1892,77.5
26338,Sauzet,26630,1035,18.4,24.3,0.38,1882,74.6
26339,Savasse,25600,802,16.6,24.4,2.05,1631,78.6
26340,Séderon,18930,316,9.8,28.8,-1.78,237,69.9
26341,Serves-sur-Rhône,22580,340,5.9,20.4,1.18,782,81.3
26342,Solérieux,25510,160,2.7,8.5,-0.35,328,72.1
26343,Souspierre,22170,73,12.5,5.9,1.81,108,72.5
26344,Soyans,22450,242,2,18.7,0.72,405,80.3
26345,Suze-la-Rousse,24490,1148,14.5,21.4,-0.22,2077,78
26346,Suze,24980,161,7.5,13.9,0.77,245,73.8
26347,Tain-l'Hermitage,22330,3523,56,47.5,-0.68,5915,78.4
26348,Taulignan,21160,1121,16.8,26.5,-0.5,1627,73
26349,Tersanne,23250,161,4.3,12.5,-0.19,353,84.5
26350,Teyssières,N/A - secret statistique,70,5.6,28.1,-4.68,66,60.2
26351,Les Tonils,N/A - secret statistique,31,13.2,44.4,-7.17,16,77.8
26352,La Touche,21640,136,2.9,9.4,0.46,260,75.2
26353,Les Tourrettes,22020,479,17.9,23.8,0.9,1087,77.4
26355,Triors,24020,260,12.2,26.1,1.85,633,69.2
26356,Truinas,13860,114,20.2,25,3.35,145,80
26357,Tulette,21060,1156,20.9,35.3,0.04,1994,77
26358,Upie,25570,708,7.5,17.8,0.39,1556,79.7
26359,Vachères-en-Quint,N/A - secret statistique,28,6.8,35,2.91,38,90.9
26360,Valaurie,24710,406,13.5,32.2,3.57,732,80
26361,Valdrôme,16270,199,4,24.2,-1.54,133,77.3
26362,Valence,20610,38476,76.2,55.1,0.19,64458,72.9
26363,Valouse,N/A - secret statistique,37,0,0,2.19,41,92.3
26364,Vassieux-en-Vercors,20290,277,18.3,18.8,1.44,341,75.2
26365,Vaunaveys-la-Rochette,24230,327,6.1,17.8,1.14,625,82.8
26367,Venterol,22000,456,10.1,18.9,-1.85,625,75.9
26368,Vercheny,21510,228,13.6,26.7,-0.66,443,84
26369,Verclause,N/A - secret statistique,70,15.7,38.9,2.39,68,78
26370,Vercoiran,20000,123,8.9,23.8,-1.34,130,72.5
26372,Vers-sur-Méouge,N/A - secret statistique,34,7.9,15,0,42,87.5
26373,Vesc,18710,195,5.8,15.4,0.06,261,79.6
26374,Villebois-les-Pins,N/A - secret statistique,26,3.4,9.1,5.45,22,63.6
26375,Villefranche-le-Château,N/A - secret statistique,20,9.6,9.1,0,20,85.7
26376,Villeperdrix,N/A - secret statistique,155,3.3,18.2,-2.24,103,74.1
26377,Vinsobres,23190,1051,9.4,29,-1.25,1034,78.5
26378,Volvent,N/A - secret statistique,46,2.1,26.3,1.93,37,61.1
26379,Granges-les-Beaumont,23790,423,12.6,24,0.39,949,76.5
26380,Gervans,23760,254,6.2,22.4,-0.27,545,83.5
26381,Jaillans,24650,409,9.9,16.7,2.08,1009,78.8
26382,Saint-Vincent-la-Commanderie,24210,284,2.7,10.9,2.73,636,83.9
27001,Aclou,22690,163,0,17.4,0.66,337,76.8
27002,Acon,23540,298,1,9.3,0.35,478,82.9
27003,Acquigny,24460,796,6.8,27,1.49,1733,76.5
27004,Aigleville,24770,153,0,12,0.2,414,82.2
27005,Ailly,25940,506,0,11,1.05,1234,82.1
27006,Aizier,24990,98,0,8.1,2.41,158,75.6
27008,Alizay,22900,681,8.7,37.7,0.25,1567,80.5
27009,Ambenay,19510,321,0.9,26.6,-0.66,544,79.7
27010,Amécourt,24010,87,2.3,8.3,1,172,71
27011,Amfreville-Saint-Amand,24500,574,4.4,14.7,0.04,1207,79.3
27012,Amfreville-les-Champs,26090,190,0.5,6.6,-0.15,449,76.6
27013,Amfreville-sous-les-Monts,24560,252,0.4,16.5,1.24,532,82.3
